,ticker,name,website,headquarter,employees,industry,type,source
1067,OTGLY,CD Projekt S.A.,http://www.cdprojekt.com,Building E ul. Jagiellonska 74 Warsaw 03-301 Poland 48 22 519 6900 http://www.cdprojekt.com,1124,Electronic Gaming & Multimedia,,yahoo
1068,RLX,RLX Technology Inc.,http://www.relxtech.com,"Junhao Central Park Plaza 19th Floor, Building 1 No. 10 South Chaoyang Park Avenue Chaoyang District Beijing 100026 China 86 10 8648 3831 http://www.relxtech.com",725,Tobacco,,yahoo
1069,BCPC,Balchem Corporation,http://www.balchem.com,"52 Sunrise Park Road New Hampton, NY 10958 United States 845 326 5600 http://www.balchem.com",1305,Specialty Chemicals,,yahoo
1070,SSB,South State Corporation,http://www.southstatebank.com,"1101 First Street South Suite 202 Winter Haven, FL 33880 United States 863 293 4710 http://www.southstatebank.com",5120,Banks—Regional,,yahoo
1071,AZEK,The AZEK Company Inc.,http://azekco.com,"1330 West Fulton Street Suite 350 Chicago, IL 60607 United States 877 275 2935 http://azekco.com",2072,Building Products & Equipment,,yahoo
1072,FNMA,Federal National Mortgage Association,http://www.fanniemae.com,"Midtown Center 1100 15th Street, NW Washington, DC 20005 United States 800 232 6643 http://www.fanniemae.com",7700,Mortgage Finance,,yahoo
1073,HALO,"Halozyme Therapeutics, Inc.",http://www.halozyme.com,"11388 Sorrento Valley Road San Diego, CA 92121 United States 858 794 8889 http://www.halozyme.com",136,Biotechnology,,yahoo
1074,UMPQ,Umpqua Holdings Corporation,http://www.umpquabank.com,"One SW Columbia Street Suite 1200 Portland, OR 97258 United States 503 727 4100 http://www.umpquabank.com",3410,Banks—Regional,,yahoo
1075,WOOF,"Petco Health and Wellness Company, Inc.",http://www.petco.com,"10850 Via Frontera San Diego, CA 92127 United States 858 453 7845 http://www.petco.com",27081,Specialty Retail,,yahoo
1076,ONEXF,Onex Corporation,http://www.onex.com,"161 Bay Street PO Box 700 Toronto, ON M5J 2S1 Canada 416-362-7711 http://www.onex.com",497,Asset Management,,yahoo
1077,ARW,"Arrow Electronics, Inc.",http://www.arrow.com,"9201 East Dry Creek Road Centennial, CO 80112 United States 303 824 4000 http://www.arrow.com",19600,Electronics & Computer Distribution,,yahoo
1078,SHMUY,Shimizu Corporation,http://www.shimz.co.jp,2-16-1 Kyobashi Chuo-ku Tokyo 104-8370 Japan 81 3 3561 1111 http://www.shimz.co.jp,14278,Engineering & Construction,,yahoo
1079,ADNT,Adient plc,http://www.adient.com,25-28 North Wall Quay IFSC Dublin D01 H104 Ireland 734 254 5000 http://www.adient.com,75000,Auto Parts,,yahoo
1080,DDL,Dingdong (Cayman) Limited,http://www.100.me,"Building 6 Guangda Anshi Science & Technology Park Lane 500, Shengxia Road Pudong New Area Shanghai 200125 China 86 21 6858 5011 http://www.100.me",3098,Grocery Stores,,yahoo
1081,STWD,"Starwood Property Trust, Inc.",http://www.starwoodpropertytrust.com,"591 West Putnam Avenue Greenwich, CT 06830 United States 203 422 7700 http://www.starwoodpropertytrust.com",282,REIT—Mortgage,,yahoo
1082,AIBRF,AIB Group plc,http://group.aib.ie,10 Molesworth Street Dublin 2 Ireland 353 1 772 5861 http://group.aib.ie,9003,,,yahoo
1083,SRGHY,Shoprite Holdings Limited,http://www.shopriteholdings.co.za,Cnr William Dabbs St & Old Paarl Road Brackenfell 7560 South Africa 27 21 980 4000 http://www.shopriteholdings.co.za,0,Department Stores,,yahoo
1084,YETI,"YETI Holdings, Inc.",http://www.YETI.com,"7601 Southwest Parkway Austin, TX 78735 United States 512 394 9384 http://www.YETI.com",701,Leisure,,yahoo
1085,HE,"Hawaiian Electric Industries, Inc.",http://www.hei.com,"1001 Bishop Street Suite 2900 Honolulu, HI 96813 United States 808 543 5662 http://www.hei.com",3702,Utilities—Diversified,,yahoo
1086,WYNMF,"Wynn Macau, Limited",http://www.wynnmacaulimited.com,Rua Cidade de Sintra NAPE Macau Macau 853 2888 9966 http://www.wynnmacaulimited.com,13000,Resorts & Casinos,,yahoo
1087,JOBY,"Joby Aviation, Inc.",http://www.jobyaviation.com,"2155 Delaware Avenue Suite #225 Santa Cruz, CA 95060 United States 831-426-3733 http://www.jobyaviation.com",1000,Airports & Air Services,,yahoo
1088,FNLPF,Fresnillo PLC,http://www.fresnilloplc.com,"Calzada Legaria No. 549 Torre 2 Piso 11 DelegaciOn Miguel Hidalgo Mexico City, DF 11250 Mexico 52 55 5279 3000 http://www.fresnilloplc.com",5758,Other Precious Metals & Mining,,yahoo
1089,KLPEF,Klépierre SA,http://www.klepierre.com,26 boulevard des Capucines CS 20062 Paris 75009 France 33 1 40 67 57 40 http://www.klepierre.com,1040,REIT—Retail,,yahoo
1090,TUIFF,TUI AG,http://www.tuigroup.com/de-de,Karl-Wiechert-Allee 4 Hanover 30625 Germany 49 511 566 00 http://www.tuigroup.com/de-de,46518,Travel Services,,yahoo
1091,PRI,"Primerica, Inc.",http://www.primerica.com,"1 Primerica Parkway Duluth, GA 30099 United States 770-381-1000 http://www.primerica.com",2230,Insurance—Life,,yahoo
1092,QDEL,Quidel Corporation,http://www.quidel.com,"9975 Summers Ridge Road San Diego, CA 92121 United States 858 552 1100 http://www.quidel.com",1370,Diagnostics & Research,,yahoo
1093,NEP,"NextEra Energy Partners, LP",http://www.investor.nexteraenergypartners.com,"700 Universe Boulevard Juno Beach, FL 33408 United States 561 694 4000 http://www.investor.nexteraenergypartners.com",0,Utilities—Renewable,,yahoo
1094,IGGHY,IG Group Holdings plc,http://www.iggroup.com,Cannon Bridge House 25 Dowgate Hill London EC4R 2YA United Kingdom 44 20 7896 0011 http://www.iggroup.com,2094,Capital Markets,,yahoo
1095,KNTPF,Kintor Pharmaceutical Limited,http://www.kintor.com.cn,No. 20 Songbei Road Suzhou Industrial Park Suzhou 215123 China 86 512 62639909 http://www.kintor.com.cn,272,Biotechnology,,yahoo
1096,AUKUF,ams AG,http://www.ams.com,Tobelbader Strasse 30 PremstÃ¤tten 8141 Austria 43 3136 500 0 http://www.ams.com,29753,Semiconductors,,yahoo
1097,CHK,Chesapeake Energy Corporation,http://www.chk.com,"6100 North Western Avenue Oklahoma City, OK 73118-1044 United States 405 848 8000 http://www.chk.com",1300,Oil & Gas E&P,,yahoo
1098,CHPFF,Charoen Pokphand Foods Public Company Limited,http://www.cpfworldwide.com,C.P. Tower 313 Silom Road Bangrak Bangkok 10500 Thailand 66 2 766 8000 http://www.cpfworldwide.com,0,Farm Products,,yahoo
1099,AB,AllianceBernstein Holding L.P.,http://www.alliancebernstein.com,"1345 Avenue of the Americas New York, NY 10105 United States 212-969-1000 http://www.alliancebernstein.com",3929,Asset Management,,yahoo
1100,FRPT,"Freshpet, Inc.",http://www.freshpet.com,"400 Plaza Drive 1st Floor Secaucus, NJ 07094 United States 201 520 4000 http://www.freshpet.com",591,Packaged Foods,,yahoo
1101,MTDR,Matador Resources Company,http://www.matadorresources.com,"One Lincoln Centre Suite 1500 5400 LBJ Freeway Dallas, TX 75240 United States 972 371 5200 http://www.matadorresources.com",288,Oil & Gas E&P,,yahoo
1102,NLSN,Nielsen Holdings plc,http://www.nielsen.com,"85 Broad Street New York, NY 10004 United States 646 654 5000 http://www.nielsen.com",43000,Consulting Services,,yahoo
1103,CERE,"Cerevel Therapeutics Holdings, Inc.",http://www.cerevel.com,"222 Jacobs Street Suite 200 Cambridge, MA 02141 United States 844 304 2048 http://www.cerevel.com",168,Biotechnology,,yahoo
1104,SNCAF,SNC-Lavalin Group Inc.,http://www.snclavalin.com,"455 RenÃ©-LÃ©vesque Boulevard West Montreal, QC H2Z 1Z3 Canada 514 393 1000 http://www.snclavalin.com",37584,Engineering & Construction,,yahoo
1105,VG,Vonage Holdings Corp.,http://www.vonage.com,"23 Main Street Holmdel, NJ 07733 United States 732 528 2600 http://www.vonage.com",2198,Telecom Services,,yahoo
1106,NOVT,Novanta Inc.,http://www.novanta.com,"125 Middlesex Turnpike Bedford, MA 01730 United States 781 266 5700 http://www.novanta.com",2200,Scientific & Technical Instruments,,yahoo
1107,TV,"Grupo Televisa, S.A.B.",http://www.televisa.com,"Av. Vasco de Quiroga No. 2000 Ãlvaro ObregÃ³n Mexico City, DF 01210 Mexico 52 55 5261 2000 http://www.televisa.com",47106,Broadcasting,,yahoo
1108,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,http://www.biohavenpharma.com,"215 Church Street New Haven, CT 06510 United States 203 404 0410 http://www.biohavenpharma.com",825,Biotechnology,,yahoo
1109,HXL,Hexcel Corporation,http://www.hexcel.com,"281 Tresser Boulevard 16th Floor Stamford, CT 06901-3261 United States 203 969 0666 http://www.hexcel.com",4647,Aerospace & Defense,,yahoo
1110,LUNMF,Lundin Mining Corporation,http://www.lundinmining.com,"150 King Street West Suite 2200 PO Box 38 Toronto, ON M5H 1J9 Canada 416 342 5560 http://www.lundinmining.com",0,Copper,,yahoo
1111,COR,CoreSite Realty Corporation,http://www.CoreSite.com,"1001 17th Street Suite 500 Denver, CO 80202 United States 866-777-2673 http://www.CoreSite.com",480,REIT—Specialty,,yahoo
1112,VIS,Viscofan (VIS),www.viscofan.com,"PolIgono Industrial Berroa Calle Berroa nr. 15, 4a planta Tajonar, 31192 Spain",5100,Food Products,ORD,investing
1113,STLA,Stellantis NV (STLA),www.stellantis.com,"Singaporestraat 92-100 Lijnden, 1175 RA Netherlands",204000,Automobiles,ORD,investing
1114,ICAs,ICA Gruppen AB (ICAs),www.icagruppen.se,"Box 4075 Solna, 169 04 Sweden",24043,Food & Staples Retailing,ORD,investing
1115,BNRGn,Brenntag AG (BNRGn),www.brenntag.com,"Messeallee 11 Essen, 45131 Germany",17321,Trading Companies & Distributors,ORD,investing
1116,7203,Toyota Motor Corp (7203),global.toyota/en,"1 Toyota-cho Toyota, 471-8571 Japan",366283,Automobiles,ORD,investing
1117,FGT,Finsbury Growth & Income Trust (FGT),www.finsburygt.com,"66 Buckingham Gate 5th Floor London, SW1E 6AU United Kingdom",-,Capital Markets,Closed-End,investing
1118,BGSC,Bmo Global Smaller Companies PLC (BGSC),www.fandc.com/fandc-global-smaller-companies,"6th Floor Quartermile 4 7a Nightingale Way Edinburgh, EH3 9EG United Kingdom",-,Capital Markets,ORD,investing
1119,APAM,Aperam SA (APAM),www.aperam.com,"12C, rue Guillaume Kroll Luxembourg City, 1882 Luxembourg",9400,Metals & Mining,ORD,investing
1120,MCRO,Micro Focus International PLC (MCRO),www.microfocus.com,"The Lawn 22-30 Old Bath Road Newbury, RG14 1QN United Kingdom",11600,Software,ORD,investing
1121,IMI,IMI PLC (IMI),www.imiplc.com,"Lakeside Solihull Parkway Birmingham Business Park Birmingham, B37 7XZ United Kingdom",10000,Machinery,ORD,investing
1122,DEZG,Deutz AG (DEZG),www.deutz.com,"Ottostrasse 1 Porz-Eil Cologne, 51149 Germany",4701,Machinery,ORD,investing
1123,EUR,Eurocash SA (EUR),www.eurocash.pl,"ul. Wisniowa 11 Komorniki, 62-052 Poland",21190,Food & Staples Retailing,ORD,investing
1124,FIXPq,Fix Price Group Ltd (FIXPq),ir.fix-price.com,"Building 1 1st Botkinsky pr-d, 7 Moscow, 125284 Russia",-,Multiline Retail,DRC,investing
1125,BOUY,Bouygues SA (BOUY),www.bouygues.com,"32 Avenue Hoche Paris, 75008 France",129000,Construction & Engineering,ORD,investing
1126,SCAb,Svenska Cellulosa SCA AB B (SCAb),www.sca.com,"Skepparplatsen 1 Sundsvall, 851 88 Sweden",4000,Paper & Forest Products,ORD,investing
1127,OTPB,OTP Bank Nyrt (OTPB),www.otpbank.hu,"16, Nádor Street Budapest, 1051 Hungary",38447,Banks,ORD,investing
1128,ASTK,Asetek (ASTK),asetek.com,"Assensvej 2 Aalborg East Aalborg, 9220 Denmark",167,"Technology Hardware, Storage & Peripherals",ORD,investing
1129,PHO,Photocure (PHO),www.photocure.com,"Hoffsveien 4 Oslo, 0275 Norway",88,Pharmaceuticals,ORD,investing
1130,ACS,ACS Actividades de Construccion y Servicios SA (ACS),www.grupoacs.com,"Avenida de Pio XII, 102 Madrid, 28036 Spain",-,Construction & Engineering,ORD,investing
1131,AGRODR,Ros Agro PLC (AGRODR),www.rusagrogroup.ru,"25 Aphrodite Street 3rd Floor Office 300 Nicosia, 1060 Cyprus",19344,Food Products,DRC,investing
1132,DANI,Danieli & C Officine Meccaniche SpA (DANI),www.danieli.com,"Via Nazionale, 41 Buttrio, 33042 Italy",8630,Machinery,ORD,investing
1133,RSW,Renishaw PLC (RSW),www.renishaw.com,"New Mills Wotton-under-Edge, GL12 8JR United Kingdom",4664,"Electronic Equipment, Instruments & Components",ORD,investing
1134,MWDP,Wendel (MWDP),www.wendelgroup.com/en,"89 rue Taitbout Cedex 09 Paris, 75312 France",88344,Diversified Financial Services,ORD,investing
1135,AMG,AMG Advanced Metallurgical Group NV (AMG),www.amg-nv.com,"WTC Amsterdam Toren C Strawinskylaan 1343 Amsterdam, 1077 XX Netherlands",3064,Metals & Mining,ORD,investing
1136,SZUG,Suedzucker AG (SZUG),www.suedzucker.de,"Maximilianstrasse 10 Mannheim, 68165 Germany",18674,Food Products,ORD,investing
1137,GCPI,GCP Infrastructure Investments Ltd (GCPI),www.graviscapital.com,"12 Castle Street Saint Helier, JE2 3RT Jersey",-,Capital Markets,ORD,investing
1138,CEVI,CellaVision AB (CEVI),www.cellavision.com,"Mobilvägen 12 Lund, 223 62 Sweden",-,Health Care Equipment & Supplies,ORD,investing
1139,NELES,Neles Oyj (NELES),www.neles.com,"Vanha Porvoontie 229 Vantaa, 01380 Finland",2812,Machinery,ORD,investing
1140,2317q,Hon Hai Precision Industry Co Ltd ADR (2317q),www.foxconn.com,"No. 66, Zhongshan Road Tucheng Industrial Zone Tucheng District New Taipei City, 236 Taiwan",-,"Electronic Equipment, Instruments & Components",ADR,investing
1141,EXHO,Sodexo SA (EXHO),www.sodexo.com,"255 Quai de la Bataille de Stalingrad Issy-les-Moulineaux, 92866 France",356662,"Hotels, Restaurants & Leisure",ORD,investing
1142,GJFG,Gjensidige Forsikring ASA (GJFG),www.gjensidige.no,"Schweigaardsgate 21 Oslo, 0191 Norway",3710,Insurance,ORD,investing
1143,AOXG,Alstria Office Reit-Ag (AOXG),www.alstria.com,"Steinstrasse 7 Hamburg, 20095 Germany",167,Equity Real Estate Investment Trusts (REITs),ORD,investing
1144,JMG,JPMorgan Emerging Mkts Inv Trust (JMG),am.jpmorgan.co.uk/investment-trusts/trusts/emerging-markets-jpm-it.aspx?isin=GB0003418950,"60 Victoria Embankment London, EC4Y 0JP United Kingdom",-,Capital Markets,ORD,investing
1145,WEIR,Weir Group PLC (WEIR),www.global.weir,"1 West Regent Street Glasgow, G2 1RW United Kingdom",11000,Machinery,ORD,investing
1146,IDHC,Integrated Diagnostics Holdings PLC (IDHC),www.idhcorp.com,"12 Castle Street Saint Helier, JE2 3RT Jersey",5611,Health Care Providers & Services,ORD,investing
1147,GFII,Lisi (GFII),www.lisi-group.com,"6 rue JuvEnal Viellard Grandvillars CS 70431 Cedex Belfort, 90008 France",9363,Aerospace & Defense,ORD,investing
1148,ZELA,Zealand Pharma A/S (ZELA),www.zealandpharma.com,"Sydmarken 11 SOeborg Copenhagen, 2860 Denmark",346,Biotechnology,ORD,investing
1149,6752,Panasonic Corp (6752),www.panasonic.com/global/home.html,"1006, Oaza Kadoma Kadoma, 571-8501 Japan",244479,Household Durables,ORD,investing
1150,DEQGn,Deutsche Euroshop AG (DEQGn),www.deutsche-euroshop.de,"Heegbarg 36 Hamburg, 22391 Germany",-,Real Estate Management & Development,ORD,investing
1151,IBM,International Business Machines (IBM),www.ibm.com,"One New Orchard Road Armonk, 10504 United States",345900,IT Services,ORD,investing
1152,PROT,Protector Forsikring ASA (PROT),www.protectorforsikring.no,"Støperigata 2 Oslo, 0250 Norway",428,Insurance,ORD,investing
1153,6503,Mitsubishi Electric Corp (6503),www.mitsubishielectric.com/en/index.html,"Tokyo Building 2-7-3, Marunouchi Chiyoda-ku Tokyo, 100-8310 Japan",145653,Electrical Equipment,ORD,investing
1154,SGEF,Vinci SA (SGEF),www.vinci.com,"1, cours Ferdinand-de-Lesseps Cedex Rueil-Malmaison, 92851 France",219400,Construction & Engineering,ORD,investing
1155,SONG,Hipgnosis Songs Fund Ltd (SONG),www.hipgnosissongs.com,", United Kingdom",35,Capital Markets,ORD,investing
1156,BGS,Baillie Gifford Shin Nippon PLC (BGS),www.bailliegifford.com/individual-investor/fund-selector/baillie-gifford-shin-nippon.aspx,"Calton Square 1 Greenside Row Edinburgh, EH1 3AN United Kingdom",-,Capital Markets,Closed-End,investing
1157,GOOGL,Alphabet Inc Class A (GOOGL),www.abc.xyz,"1600 Amphitheatre Parkway Mountain View, 94043 United States",150028,Interactive Media & Services,ORD,investing
1158,CLN,Clariant AG (CLN),www.clariant.com,"Rothausstrasse 61 Muttenz, 4132 Switzerland",13057,Chemicals,ORD,investing
1159,JFN,Jungfraubahn Holding AG (JFN),www.jungfrau.ch,"Harderstrasse 14 Interlaken, 3800 Switzerland",665,Road & Rail,ORD,investing
1160,JTC,JTC PLC (JTC),www.jtcgroup.com,"JTC House 28 Esplanade PO Box 1075 Saint Helier, JE4 2QP Jersey",861,Capital Markets,ORD,investing
1161,BGEO,Bank of Georgia Group PLC (BGEO),www.bankofgeorgiagroup.com,"42 Brook Street London, W1K 5DB United Kingdom",7695,Banks,ORD,investing
1162,FCC,Fomento de Construcciones y Contratas SA (FCC),www.fcc.es/es,"Avda. Camino de Santiago, 40 Madrid, 28050 Spain",59746,Construction & Engineering,ORD,investing
1163,FGP,FirstGroup PLC (FGP),www.firstgroupplc.com,"395 King Street Aberdeen, AB24 5RP United Kingdom",100807,Road & Rail,ORD,investing
1164,RHIM,RHI Magnesita NV (RHIM),www.rhimagnesita.com,"Kranichberggasse 6 Vienna, 1120 Austria",12000,Construction Materials,ORD,investing
1165,SZGG,Salzgitter AG (SZGG),www.salzgitter-ag.com,"Eisenhuettenstrasse 99 Salzgitter, 38239 Germany",24059,Metals & Mining,ORD,investing
1166,SPX,Spirax-Sarco Engineering PLC (SPX),www.spiraxsarcoengineering.com,"Charlton House Cirencester Road Cheltenham, GL53 8ER United Kingdom",8200,Machinery,ORD,investing
1167,EFGN,EFG International AG (EFGN),www.efginternational.com,"Bleicherweg 8 PO Box 6012 Zurich, 8022 Switzerland",-,Capital Markets,ORD,investing
1168,UKWG,Greencoat UK Wind PLC (UKWG),www.greencoat-ukwind.com,"The Peak 5 Wilton Road London, SW1V 1AN United Kingdom",-,Independent Power and Renewable Electricity Producers,ORD,investing
1169,KIT,Kitron ASA (KIT),www.kitron.com,"Olav Brunborgs vei 4 Billingstad, 1396 Norway",1764,"Electronic Equipment, Instruments & Components",ORD,investing
1170,DIGS,GCP Student Living PLC (DIGS),www.graviscapital.com/funds/gcp-student,"Beaufort House 51 New North Road Exeter, EX4 4EP United Kingdom",129,Equity Real Estate Investment Trusts (REITs),ORD,investing
1171,TRYG,Tryg A/S (TRYG),www.tryg.com,"Klausdalsbrovej 601 Ballerup, 2750 Denmark",4615,Insurance,ORD,investing
1172,AEGN,Aegon NV (AEGN),www.aegon.com,"Aegonplein 50 The Hague, 2591 TV Netherlands",22000,Insurance,ORD,investing
1173,PHP,Primary Health Properties (PHP),www.phpgroup.co.uk,"Greener House 5th Floor 66–68 Haymarket London, SW1Y 4RF United Kingdom",50,Equity Real Estate Investment Trusts (REITs),REIT,investing
1174,NNIT,Nnit AS (NNIT),www.nnit.com,"Oestmarken 3A Søborg, 2860 Denmark",3000,Health Care Technology,ORD,investing
1175,EVRE,EVRAZ plc (EVRE),www.evraz.com,"2 Portman Street London, W1H 6DU United Kingdom",69619,Metals & Mining,ORD,investing
1176,KWS,Keywords Studios Plc (KWS),www.keywordsstudios.com,"Whelan House South County Business Park Leopardstown Dublin, D18 T9P8 Ireland",9000,IT Services,ORD,investing
1177,SIKA,Sika AG (SIKA),www.sika.com,"Zugerstrasse 50 Baar, 6341 Switzerland",25274,Chemicals,ORD,investing
1178,FOUG,Eiffage SA (FOUG),www.eiffage.com,"3-7, place de l’Europe Vélizy-Villacoublay, 78140 France",72700,Construction & Engineering,ORD,investing
